1024
 0.00000000000000E+0000 7.50000000000000E-0001
 9.21288168207468E-0003 7.77368637910513E-0001
 1.84257633641494E-0002 8.34466556277221E-0001
 2.76386450462383E-0002 9.03071871110114E-0001
 3.68515267282987E-0002 9.92958153417021E-0001
 4.60644084103592E-0002 1.09195646826811E+0000
 5.52772900924197E-0002 1.15230452277865E+0000
 6.44901717745370E-0002 1.06763022290215E+0000
 7.37030534565974E-0002 1.34541171127239E+0000
 8.29159351386579E-0002 1.48611048393104E+0000
 9.21288168207184E-0002 1.09349703210864E+0000
 1.01341698502779E-0001 1.72386602840743E+0000
 1.10554580184839E-0001 1.14317464708984E+0000
 1.19767461866900E-0001 1.33464253118655E+0000
 1.28980343549074E-0001 1.18767953308998E+0000
 1.38193225231134E-0001 1.70152378104467E+0000
 1.47406106913195E-0001 1.30074474589856E+0000
 1.56618988595255E-0001 2.00233536612359E+0000
 1.65831870277316E-0001 1.72253027703118E+0000
 1.75044751959376E-0001 2.04424621129874E+0000
 1.84257633641437E-0001 2.04150936908991E+0000
 1.93470515323497E-0001 1.68308521359904E+0000
 2.02683397005558E-0001 2.10825299462522E+0000
 2.11896278687618E-0001 2.24710574587152E+0000
 2.21109160369679E-0001 1.83775970518946E+0000
 2.30322042051739E-0001 2.45412159171246E+0000
 2.39534923733800E-0001 3.00729359127581E+0000
 2.48747805415860E-0001 2.28272627963088E+0000
 2.57960687098148E-0001 2.06197509075719E+0000
 2.67173568780436E-0001 2.52291722357404E+0000
 2.76386450462724E-0001 3.41293946409860E+0000
 2.85599332145011E-0001 2.09445212719220E+0000
 2.94812213827299E-0001 2.03472913338192E+0000
 3.04025095509587E-0001 2.80014208588545E+0000
 3.13237977191875E-0001 2.58345433283102E+0000
 3.22450858874163E-0001 1.66802225643914E+0000
 3.31663740556451E-0001 3.98478829723172E+0000
 3.40876622238738E-0001 2.16415899460117E+0000
 3.50089503921026E-0001 2.51383857551627E+0000
 3.59302385603314E-0001 1.75530824361340E+0000
 3.68515267285602E-0001 2.43348006076121E+0000
 3.77728148967890E-0001 2.48820675989555E+0000
 3.86941030650178E-0001 4.54296061358036E+0000
 3.96153912332466E-0001 1.86584666873750E+0000
 4.05366794014753E-0001 4.17134690370585E+0000
 4.14579675697041E-0001 1.84474920495450E+0000
 4.23792557379329E-0001 3.20057025820279E+0000
 4.33005439061617E-0001 4.03127836045314E+0000
 4.42218320743905E-0001 3.32882063907164E+0000
 4.51431202426193E-0001 3.78866980184102E+0000
 4.60644084108480E-0001 4.85209390999808E+0000
 4.69856965790768E-0001 3.32387136338002E+0000
 4.79069847473056E-0001 4.15274696858251E+0000
 4.88282729155344E-0001 4.83566997735034E+0000
 4.97495610837632E-0001 2.31260072729492E+0000
 5.06708492519465E-0001 4.60787924534088E+0000
 5.15921374201753E-0001 2.05185701250957E+0000
 5.25134255884041E-0001 3.89604977126510E+0000
 5.34347137566328E-0001 4.55969745053153E+0000
 5.43560019248616E-0001 4.40284082361177E+0000
 5.52772900930904E-0001 2.80838212437811E+0000
 5.61985782613192E-0001 3.97479995929461E+0000
 5.71198664295480E-0001 6.19451015153754E+0000
 5.80411545977768E-0001 3.17424127581762E+0000
 5.89624427660056E-0001 6.31130161308101E+0000
 5.98837309342343E-0001 5.85475157023029E+0000
 6.08050191024631E-0001 2.67121573730401E+0000
 6.17263072706919E-0001 5.02945656444354E+0000
 6.26475954389207E-0001 5.29495230562316E+0000
 6.35688836071495E-0001 2.40697450466905E+0000
 6.44901717753783E-0001 5.01904765668587E+0000
 6.54114599436070E-0001 2.48625493252985E+0000
 6.63327481118358E-0001 4.49526785422495E+0000
 6.72540362800646E-0001 4.77150109952345E+0000
 6.81753244482934E-0001 4.32317684200098E+0000
 6.90966126165222E-0001 3.85057094115473E+0000
 7.00179007847510E-0001 3.33554540867408E+0000
 7.09391889529797E-0001 4.63201587247750E+0000
 7.18604771212085E-0001 6.60237492374290E+0000
 7.27817652894373E-0001 3.91956139651666E+0000
 7.37030534576661E-0001 5.72414315526112E+0000
 7.46243416258949E-0001 5.54669476175332E+0000
 7.55456297941237E-0001 3.60170221372027E+0000
 7.64669179623525E-0001 6.51514220155514E+0000
 7.73882061305812E-0001 5.62042258676956E+0000
 7.83094942988100E-0001 4.00738704578544E+0000
 7.92307824670388E-0001 4.45269290573924E+0000
 8.01520706352676E-0001 5.69773934344994E+0000
 8.10733588034964E-0001 7.73783667707903E+0000
 8.19946469717252E-0001 3.22984355700828E+0000
 8.29159351399539E-0001 4.75144394948438E+0000
 8.38372233081827E-0001 4.59777954296442E+0000
 8.47585114764115E-0001 5.88405917323689E+0000
 8.56797996446403E-0001 4.90369431795261E+0000
 8.66010878128691E-0001 7.75067148665403E+0000
 8.75223759810979E-0001 8.67447483359138E+0000
 8.84436641493267E-0001 6.27025426466571E+0000
 8.93649523175554E-0001 4.80718871004501E+0000
 9.02862404857842E-0001 7.60277453946765E+0000
 9.12075286540130E-0001 6.11789117036824E+0000
 9.21288168222418E-0001 6.08256884267757E+0000
 9.30501049904706E-0001 4.04278501852968E+0000
 9.39713931586994E-0001 4.02366377040016E+0000
 9.48926813269281E-0001 3.85116914288665E+0000
 9.58139694951569E-0001 4.45269606119109E+0000
 9.67352576633857E-0001 5.69393612635758E+0000
 9.76565458316145E-0001 5.60395693111786E+0000
 9.85778339998433E-0001 7.98657380537770E+0000
 9.94991221680721E-0001 8.11866084451322E+0000
 1.00420410336301E+0000 8.78907944085950E+0000
 1.01341698504439E+0000 6.58272845879401E+0000
 1.02262986672577E+0000 9.62988244646112E+0000
 1.03184274840714E+0000 7.72328019460838E+0000
 1.04105563008852E+0000 5.69710452597792E+0000
 1.05026851176990E+0000 5.75668966012745E+0000
 1.05948139345128E+0000 5.24837285900867E+0000
 1.06869427513266E+0000 4.65103989242925E+0000
 1.07790715681404E+0000 4.33233961775113E+0000
 1.08712003849541E+0000 4.26844672640436E+0000
 1.09633292017679E+0000 6.07828647400311E+0000
 1.10554580185817E+0000 7.89806680714537E+0000
 1.11475868353955E+0000 6.60038432250440E+0000
 1.12397156522093E+0000 9.37187815397920E+0000
 1.13318444690231E+0000 7.04049524226139E+0000
 1.14239732858368E+0000 8.59850557793106E+0000
 1.15161021026506E+0000 5.86113919684431E+0000
 1.16082309194644E+0000 7.97966057338635E+0000
 1.17003597362782E+0000 8.02411601736094E+0000
 1.17924885530920E+0000 8.46170108948718E+0000
 1.18846173699058E+0000 8.00388453085907E+0000
 1.19767461867195E+0000 5.09918399162416E+0000
 1.20688750035333E+0000 8.23382567400404E+0000
 1.21610038203471E+0000 1.05234676218242E+0001
 1.22531326371609E+0000 7.99764779299585E+0000
 1.23452614539747E+0000 7.13921572016989E+0000
 1.24373902707885E+0000 7.54521132077934E+0000
 1.25295190876022E+0000 1.02662170781259E+0001
 1.26216479044160E+0000 7.85563778747746E+0000
 1.27137767212298E+0000 9.82857413165038E+0000
 1.28059055380436E+0000 1.05333858652011E+0001
 1.28980343548574E+0000 9.79944537801202E+0000
 1.29901631716712E+0000 5.72388350119581E+0000
 1.30822919884849E+0000 8.81633718113881E+0000
 1.31744208052987E+0000 5.67571083015355E+0000
 1.32665496221125E+0000 1.09327631238993E+0001
 1.33586784389263E+0000 9.97819094642182E+0000
 1.34508072557401E+0000 5.79043059473770E+0000
 1.35429360725539E+0000 4.92508087619353E+0000
 1.36350648893676E+0000 1.07846216085745E+0001
 1.37271937061814E+0000 8.98476811776345E+0000
 1.38193225229952E+0000 5.39427080137102E+0000
 1.39114513398090E+0000 5.38278236308543E+0000
 1.40035801566228E+0000 6.63527123380481E+0000
 1.40957089734366E+0000 8.99070127810410E+0000
 1.41878377902503E+0000 5.37921899093635E+0000
 1.42799666070641E+0000 8.43666456788196E+0000
 1.43720954238779E+0000 8.78983657603385E+0000
 1.44642242406917E+0000 8.31795991768013E+0000
 1.45563530575055E+0000 1.18393989954056E+0001
 1.46484818743193E+0000 9.42712811296224E+0000
 1.47406106911330E+0000 6.79738348880346E+0000
 1.48327395079468E+0000 7.89517254268139E+0000
 1.49248683247606E+0000 5.28093768836698E+0000
 1.50169971415744E+0000 9.96503782241780E+0000
 1.51091259583882E+0000 6.42451466574857E+0000
 1.52012547752020E+0000 4.74636936417664E+0000
 1.52933835920157E+0000 9.16331462626113E+0000
 1.53855124088295E+0000 5.41301578754064E+0000
 1.54776412256433E+0000 6.14802145991416E+0000
 1.55697700424571E+0000 6.64193037564837E+0000
 1.56618988592709E+0000 1.13487949098053E+0001
 1.57540276760847E+0000 9.23108729200612E+0000
 1.58461564928984E+0000 6.22168938205141E+0000
