1024
 0.00000000000000E+0000   0.00000000000000E+0000
 1.95503421309917E-0004   3.53914399999776E+0001
 3.91006842619834E-0004   5.95684899999760E+0001
 5.86510263929974E-0004   6.54621699999552E+0001
 7.82013685239669E-0004   5.24038399999845E+0001
 9.77517106550252E-0004   2.62296199999982E+0001
 1.17302052785995E-0003  -2.94931200000065E+0000
 1.36852394916964E-0003  -2.44801499999885E+0001
 1.56402737047934E-0003  -3.10349799999967E+0001
 1.75953079178903E-0003  -2.12019100000034E+0001
 1.95503421310050E-0003   1.31622999999990E-0001
 2.15053763441020E-0003   2.37230200000049E+0001
 2.34604105571989E-0003   3.95135700000101E+0001
 2.54154447702959E-0003   4.04505299999728E+0001
 2.73704789833928E-0003   2.51828899999964E+0001
 2.93255131964898E-0003  -1.35971699999936E+0000
 3.12805474095867E-0003  -2.97167400000035E+0001
 3.32355816226837E-0003  -4.93331299999845E+0001
 3.51906158357806E-0003  -5.24244499999913E+0001
 3.71456500488776E-0003  -3.68581499999855E+0001
 3.91006842620101E-0003  -6.99930999999924E+0000
 4.10557184751070E-0003   2.77869000000064E+0001
 4.30107526882040E-0003   5.64307000000263E+0001
 4.49657869013009E-0003   7.00543400000315E+0001
 4.69208211143979E-0003   6.50601000000024E+0001
 4.88758553274948E-0003   4.43001100000110E+0001
 5.08308895405918E-0003   1.59213199999940E+0001
 5.27859237536887E-0003  -9.67457400000421E+0000
 5.47409579667857E-0003  -2.36348099999886E+0001
 5.66959921798826E-0003  -2.18324399999983E+0001
 5.86510263929796E-0003  -6.26509999999689E+0000
 6.06060606060765E-0003   1.58180100000027E+0001
 6.25610948191735E-0003   3.47210799999884E+0001
 6.45161290322704E-0003   4.19937299999874E+0001
 6.64711632453674E-0003   3.36460799999768E+0001
 6.84261974584643E-0003   1.17038199999952E+0001
 7.03812316715613E-0003  -1.64674400000076E+0001
 7.23362658846582E-0003  -4.08197899999795E+0001
 7.42913000977552E-0003  -5.22890999999945E+0001
 7.62463343108521E-0003  -4.61286700000055E+0001
 7.82013685240202E-0003  -2.36928799999878E+0001
 8.01564027371171E-0003   7.97899699999834E+0000
 8.21114369502141E-0003   3.86277099999716E+0001
 8.40664711633110E-0003   5.83903399999836E+0001
 8.60215053764080E-0003   6.12578199999989E+0001
 8.79765395895049E-0003   4.71260500000208E+0001
 8.99315738026019E-0003   2.17107200000028E+0001
 9.18866080156988E-0003  -5.62418500000058E+0000
 9.38416422287958E-0003  -2.53172499999928E+0001
 9.57966764418927E-0003  -3.10735799999966E+0001
 9.77517106549897E-0003  -2.20811199999880E+0001
 9.97067448680866E-0003  -3.18285399999877E+0000
 1.01661779081184E-0002   1.70388699999894E+0001
 1.03616813294281E-0002   2.95461399999913E+0001
 1.05571847507377E-0002   2.82807000000030E+0001
 1.07526881720474E-0002   1.24843399999954E+0001
 1.09481915933571E-0002  -1.29478700000036E+0001
